HCHO reading,Location,Current Date,Next Date,STATION,LATITUDE,LONGITUDE,ELEVATION,PRCP,TAVG,TMAX,TMIN
0.00013036126568890852,Kurunegala Proper,2023-11-22,2023-11-23,CEM00043441,7.467,80.367,116.0,0.11,78,89,75
0.00010923083473735988,Kurunegala Proper,2022-11-08,2022-11-09,CEM00043441,7.467,80.367,116.0,0.59,80,88,74
0.00010917891765454566,Kurunegala Proper,2020-02-02,2020-02-03,CEM00043441,7.467,80.367,116.0,0.0,82,94,69
0.00013052058425301494,Kurunegala Proper,2020-05-13,2020-05-14,CEM00043441,7.467,80.367,116.0,0.0,84,93,76
0.00013060837426274633,Kurunegala Proper,2022-03-04,2022-03-05,CEM00043441,7.467,80.367,116.0,0.0,80,64,77
0.0001306206172131915,Kurunegala Proper,2020-07-23,2020-07-24,CEM00043441,7.467,80.367,116.0,0.0,81,91,75
0.0001090510229058983,Kurunegala Proper,2023-10-30,2023-10-31,CEM00043441,7.467,80.367,116.0,2.7,78,88,73
0.00010905076167151383,Kurunegala Proper,2023-05-22,2023-05-23,CEM00043441,7.467,80.367,116.0,0.0,84,94,76
0.00010897291145325217,Kurunegala Proper,2020-09-03,2020-09-04,CEM00043441,7.467,80.367,116.0,0.56,80,87,75
0.00010896852136176693,Kurunegala Proper,2021-06-02,2021-06-03,CEM00043441,7.467,80.367,116.0,0.0,83,91,78
0.00010889960225130429,Kurunegala Proper,2020-06-29,2020-06-30,CEM00043441,7.467,80.367,116.0,0.01,83,91,78
0.00010886811058399029,Kurunegala Proper,2021-01-29,2021-01-30,CEM00043441,7.467,80.367,116.0,0.0,79,83,75
0.00010870251592351358,Kurunegala Proper,2021-12-05,2021-12-06,CEM00043441,7.467,80.367,116.0,0.0,82,91,75
0.0001310770553315821,Kurunegala Proper,2021-04-26,2021-04-27,CEM00043441,7.467,80.367,116.0,0.0,85,94,76
0.0001310857688385474,Kurunegala Proper,2019-07-24,2019-07-25,CEM00043441,7.467,80.367,116.0,0.0,85,62,77
0.00010856637511238091,Kurunegala Proper,2020-05-18,2020-05-19,CEM00043441,7.467,80.367,116.0,1.47,83,88,75
0.00013112217101846223,Kurunegala Proper,2023-12-16,2023-12-17,CEM00043441,7.467,80.367,116.0,0.44,78,85,75
0.00013133236387362612,Kurunegala Proper,2022-10-12,2022-10-13,CEM00043441,7.467,80.367,116.0,0.42,77,83,75
0.00013148126418785708,Kurunegala Proper,2023-11-14,2023-11-15,CEM00043441,7.467,80.367,116.0,0.09,80,86,76
0.00013150081771806177,Kurunegala Proper,2022-11-17,2022-11-18,CEM00043441,7.467,80.367,116.0,0.0,78,88,51
0.00010815511885024393,Kurunegala Proper,2021-10-31,2021-11-01,CEM00043441,7.467,80.367,116.0,1.99,79,87,73
0.00010815511885024393,Kurunegala Proper,2021-11-01,2021-11-02,CEM00043441,7.467,80.367,116.0,0.21,79,88,75
0.00010804992542427686,Kurunegala Proper,2019-01-28,2019-01-29,CEM00043441,7.467,80.367,116.0,0.0,82,91,71
0.0001317915208436206,Kurunegala Proper,2019-05-23,2019-05-24,CEM00043441,7.467,80.367,116.0,0.0,87,97,75
0.00010768344560401412,Kurunegala Proper,2023-06-08,2023-06-09,CEM00043441,7.467,80.367,116.0,0.51,83,89,76
0.00010768051501942401,Kurunegala Proper,2020-01-08,2020-01-09,CEM00043441,7.467,80.367,116.0,0.0,83,90,75
0.00010757437278025455,Kurunegala Proper,2023-07-23,2023-07-24,CEM00043441,7.467,80.367,116.0,0.0,83,90,57
0.00010736055246554104,Kurunegala Proper,2021-09-07,2021-09-08,CEM00043441,7.467,80.367,116.0,0.19,81,89,76
0.00013239690119383636,Kurunegala Proper,2022-01-13,2022-01-14,CEM00043441,7.467,80.367,116.0,0.0,83,94,73
0.0001324401347330247,Kurunegala Proper,2022-04-24,2022-04-25,CEM00043441,7.467,80.367,116.0,2.14,84,93,74
0.00010721284199060318,Kurunegala Proper,2023-10-02,2023-10-03,CEM00043441,7.467,80.367,116.0,0.33,80,88,74
0.00010720197774631121,Kurunegala Proper,2019-12-24,2019-12-25,CEM00043441,7.467,80.367,116.0,0.0,83,92,73
0.00013259488901607832,Kurunegala Proper,2022-09-25,2022-09-26,CEM00043441,7.467,80.367,116.0,0.0,84,94,76
